0.6271,0.0676,4.1311,0.2751,1.107684,,
0.8599,0.2956,3.4002,0.4654,1.862792,,
0.8599,0.0688,3.5834,0.2269,1.474027,,
1.1091,0.2214,4.2695,0.325,3.358238,,
0.7489,0.0638,3.5744,0.2182,1.081496,,
0.9479,0.2332,3.5558,0.3095,2.036045,,
0.8571,0.1169,3.8843,0.2638,1.487768,,
0.712,0.0677,4.3538,0.211,1.052638,,
0.907,0.151,3.5477,0.2417,1.760197,,
1.0859,0.0726,2.3067,0.1306,4.260696,,
0.758,0.0837,3.6467,0.1563,1.133636,,
0.8791,0.0832,3.5683,0.1627,1.585491,,
0.758,0.0731,3.6356,0.2414,1.113385,,
0.679,0.0771,3.6077,0.2416,1.069507,,
1.1891,0.1373,3.9723,0.2722,6.002571,,
0.862,0.0655,3.529,0.2332,1.48602,,
0.497,0.0639,3.6916,0.2408,1.463434,,
0.627,0.0576,4.2427,0.2361,1.099308,,
0.8377,0.1462,3.4589,0.5468,1.456824,,
0.7961,0.0818,3.6601,0.2313,1.217465,,
0.8171,0.0599,3.1032,0.1895,1.264264,,
1.048,0.1136,3.2325,0.2269,3.235256,,
0.682,0.0679,4.0655,0.247,1.052417,,
0.8119,0.0577,3.7533,0.2251,1.242033,,
0.5709,0.0655,3.783,0.2065,1.225587,,
0.972,0.089,3.367,0.2235,2.359269,,
0.933,0.0951,3.4804,0.3493,1.965915,,
0.656,0.0535,3.7931,0.2342,1.052496,,
0.5771,0.0636,3.4614,0.2287,1.209075,,
0.696,0.043,4.0815,0.2308,1.009684,,
0.9329,0.0572,3.4846,0.2182,2.032008,,
0.8301,0.0832,4.3443,0.4585,1.337761,,
0.9231,0.0668,3.36,0.2866,1.925879,,
0.8299,0.1003,4.5369,0.2899,1.357197,,
0.7231,0.0477,4.043,0.2705,1.024364,,
0.754,0.0679,2.2678,0.138,1.097168,,
0.1969,0.0563,3.6239,0.2483,5.462204,,
0.3191,0.0647,3.5343,0.2457,2.974884,,
0.0399,0.0131,3.1488,0.3428,10.000334,,
1.2006,0.0662,4.1622,0.1726,7.418546,,
0.7731,0.155,3.7654,0.294,1.317794,,
0.9611,0.1714,4.7974,0.7225,2.092483,,
0.8161,0.1392,3.9589,0.71,1.377941,,
0.6019,0.0984,2.397,0.1639,1.184819,,
0.5459,0.0525,3.1598,0.1735,1.294824,,
0.7232,0.0553,1.2977,0.0873,1.037024,,
0.6011,0.0948,2.7777,0.1945,1.181548,,
0.6489,0.0717,4.0168,0.2178,1.083058,,
0.6691,0.0826,3.8167,0.1964,1.083666,,
0.3849,0.076,4.6594,0.3059,2.152179,,
0.4791,0.0537,3.3882,0.1739,1.535789,,
0.1668,0.0465,3.4492,0.2392,6.227247,,
0.3451,0.0874,3.6624,0.2643,2.548809,,
0.5901,0.0729,4.071,0.2707,1.182657,,
-0.15,0.0716,2.7688,0.3586,33.529465,,
-0.3292,0.1101,0.9002,0.47,95.257844,,
-0.1146,0.0842,1.8129,0.3955,26.102158,,
-0.1928,0.0159,1.4856,0.1101,25.481146,,
0.1162,0.0491,1.1739,0.0788,7.931484,,
0.1219,0.0658,1.5426,0.3844,7.595166,,
0,0.429,1.6398,0.1061,4.994845,,
0.1999,0.1007,3.5405,0.6223,4.960233,,
0.5432,0.0863,4.6924,0.2692,1.31049,,
0.3056,0.0568,2.8641,0.1793,3.235389,,
0.5171,0.0815,2.302,0.1598,1.392524,,
0.035,0.0104,4.0031,0.275,9.280758,,
0.6249,0.0692,4.2426,0.1913,1.112922,,
0.773,0.075,3.4181,0.202,1.147123,,
0.766,0.0911,4.4072,0.2845,1.162561,,
0.6769,0.101,3.396,0.239,1.115569,,
0.8213,0.1264,3.8926,0.1677,1.369015,,
1.1269,0.1205,4.3143,0.2821,4.651506,,
0.884,0.0734,4.434,0.1584,1.619918,,
0.6489,0.0698,2.1678,0.1468,1.080557,,
0.8781,0.1043,3.8282,0.2399,1.581783,,
0.5541,0.0734,3.8669,0.1878,1.273451,,
0.8381,0.0802,3.897,0.2082,1.369404,,
0.9621,0.0821,3.6154,0.4486,2.273289,,
0.838,0.0939,3.8593,0.2497,1.381398,,
0.9031,0.0778,3.4114,0.1829,1.750164,,
0.726,0.0545,3.9484,0.2375,1.037885,,
0.6229,0.0541,4.2613,0.2642,1.104269,,
0.8599,0.0647,3.9572,0.2618,1.474006,,
0.5949,0.1196,3.4916,0.2086,1.229004,,
1.052,0.2284,4.0137,0.3154,2.730641,,
1.2671,0.1699,2.9092,0.1967,7.855916,,
0.9201,0.1321,4.1654,0.2648,1.834636,,
0.8261,0.1019,3.9,0.2502,1.345234,,
1.091,0.2357,2.9328,0.512,3.083898,,
0.7031,0.1306,3.6301,0.2687,1.18444,,
0.6968,0.1419,4.0494,0.2946,1.210025,,
0.3447,0.1129,2.3088,0.4321,2.489454,,
0.9721,0.1548,3.427,0.2389,2.192385,,
0.5398,0.1557,3.3416,0.3315,1.404575,,
0.912,0.1885,3.1784,0.5154,1.815801,,
0.5179,0.1068,3.8785,0.2591,1.403756,,
0.5509,0.0988,4.0135,0.2839,1.297387,,
0.81,0.0748,3.7261,0.2251,1.252225,,
1.324,0.1999,1.7307,0.1233,9.146773,,
0.686,0.2174,3.9209,0.3792,1.414185,,
0.5939,0.0634,2.9332,0.1905,1.168963,,
0.6771,0.0945,2.9565,0.1865,1.10255,,
0.2907,0.0897,2.0381,0.1636,3.284459,,
0.4331,0.0476,4.2321,0.2667,1.765388,,
0.3509,0.0581,4.1526,0.2701,2.545671,,
0.6839,0.0445,1.9072,0.1179,1.016424,,
0.7611,0.1197,3.8496,0.2738,1.214879,,
0.832,0.1939,3.784,0.3087,1.538125,,
0.5871,0.1068,3.0046,0.2241,1.222931,,
0.7469,0.2179,2.9548,0.2211,1.451244,,
0.7109,0.1327,2.6241,0.1921,1.192996,,
0.604,0.1806,3.3123,0.2894,1.34819,,
1.0179,0.1913,2.9004,0.232,2.511372,,
1.007,0.1823,2.9337,0.2215,2.435163,,
0.5991,0.1014,3.2922,0.2371,1.193794,,
0.7478,0.0838,2.7252,0.1909,1.117865,,
0.7201,0.1103,3.2549,0.241,1.146166,,
0.5658,0.1316,2.5234,0.2379,1.303727,,
0.864,0.1263,3.0169,0.1981,1.528315,,
0.7689,0.0859,2.5756,0.1948,1.157974,,
0.9122,0.1057,3.242,0.2181,1.79322,,
0.8262,0.0991,2.6281,0.1854,1.341686,,
0.5845,0.0871,2.7946,0.3302,1.205703,,
0.7021,0.0806,2.9965,0.1907,1.074254,,
0.668,0.0698,2.3062,0.1565,1.063078,,
0.819,0.0742,3.1923,0.2228,1.284751,,
0.613,0.0646,3.0236,0.1997,1.130021,,
0.3531,0.0989,3.329,0.3327,2.434366,,
0.5788,0.1365,2.8536,0.2121,1.286824,,
0.4323,0.111,2.1966,0.1698,1.7934,,
0.872,0.124,3.8682,0.2486,1.563221,,
0.8621,0.1606,2.9989,0.2446,1.567183,,
0.4209,0.1026,3.8118,0.2731,1.865481,,
0.911,0.1205,3.1907,0.339,1.778701,,
0.8581,0.0707,3.4009,0.2307,1.464173,,
0.795,0.1542,3.3189,0.2568,1.358109,,
0.4709,0.0907,4.1916,0.2863,1.58404,,
0.2752,0.0798,2.8548,0.354,3.612748,,
0.6251,0.0793,3.5219,0.2354,1.123612,,
0.3799,0.098,3.0913,0.2064,2.179234,,
0.7891,0.1744,4.0832,0.4954,1.394437,,
0.6489,0.0876,2.7488,0.3824,1.106771,,
0.99,0.1406,2.7632,0.1842,2.381086,,
0.6501,0.1155,3.0371,0.217,1.157182,,
0.5021,0.1711,4.3122,0.3383,1.534472,,
0.746,0.0597,3.3873,0.2172,1.070056,,
0.82,0.1565,3.9495,0.5014,1.424129,,
0.6089,0.1405,3.6504,0.3139,1.248703,,
0.3569,0.0928,3.6688,0.2829,2.407527,,
0.6,0.1149,3.7711,0.2657,1.212722,,
0.399,0.0638,3.6726,0.2445,2.029012,,
0.4591,0.0675,3.081,0.1867,1.634044,,
0.4371,0.0752,3.0428,0.1631,1.760351,,
0.6472,0.0877,3.8863,0.2565,1.108518,,
0.4998,0.0765,4.2633,0.2549,1.45491,,
0.4008,0.1147,4.3157,0.361,1.998856,,
0.5058,0.0445,4.3402,0.2746,1.430531,,
0.747,0.1209,3.9113,0.2743,1.197272,,
0.325,0.1095,4.054,0.4543,2.718372,,
0.758,0.0329,2.4701,0.1496,1.054486,,
0.9099,0.2495,2.5034,0.454,1.90076,,
0.633,0.1092,3.9086,0.2671,1.159551,,
0.44,0.032,2.349,0.2425,1.706667,,
0.5571,0.0409,3.0948,0.3363,1.260979,,
1.0709,0.3281,5.0167,0.579,2.780534,,
0.734,0.1254,5.6677,0.3033,1.193013,,
0.6242,0.0744,3.7902,0.2474,1.11936,,
0.675,0.1448,4.1471,0.3255,1.215048,,
0.58,0.1031,3.7659,0.2527,1.232509,,
0.954,0.1675,3.7905,0.2143,2.045838,,
-0.0504,0.0332,4.3975,0.448,18.075877,,
0.7919,0.1827,3.5959,0.2786,1.420517,,
0.4049,0.0805,3.8864,0.2694,1.98294,,
0.5258,0.0328,3.5622,0.2392,1.359965,,
0.3319,0.0691,4.4759,0.3209,2.76904,,
0.1131,0.0978,2.7773,0.5119,7.529131,,
0.161,0.0413,3.1066,0.2204,6.363544,,
1.1699,0.1241,3.5327,0.9847,5.68022,,
0.3111,0.0463,2.5422,0.1445,3.199046,,
0.1451,0.0447,3.3496,0.2225,6.829544,,
0.015,0.0059,3.8727,0.1611,9.357963,,
0.1228,0.0264,3.6697,0.2348,7.424244,,
0.7639,0.0951,3.6966,0.2614,1.166879,,
1.182,0.2102,3.2282,0.2222,4.608783,,
0.6352,0.0543,3.7868,0.231,1.082883,,
0.9191,0.2239,6.3206,0.5029,1.893044,,
0.4331,0.0826,3.8428,0.2613,1.78702,,
0.4624,0.0512,4.0188,0.2554,1.610454,,
0.728,0.0938,3.3941,0.2462,1.116177,,
0.5869,0.0747,3.0402,0.3112,1.190832,,
0.4958,0.1078,4.0593,0.2751,1.484545,,
0.9879,0.1445,3.065,0.2153,2.350046,,
0.3799,0.0932,3.4431,0.2535,2.184372,,
1.0711,0.1581,2.9062,0.2037,3.256989,,
0.7149,0.1079,3.9533,0.286,1.13724,,
0.873,0.0858,3.6752,0.2364,1.549085,,
0.9631,0.1817,3.9506,0.683,2.101145,,
0.668,0.1052,3.4621,0.244,1.127012,,
0.46,0.0799,3.6172,0.243,1.634289,,
0.466,0.0876,4.1043,0.2911,1.606687,,
0.5455,0.097,4.0739,0.2641,1.310862,,
0.656,0.1009,3.5724,0.2486,1.124684,,
0.4099,0.0938,3.9984,0.2704,1.943081,,
0.4356,0.0646,3.4425,0.2241,1.764145,,
0.3721,0.0875,3.7588,0.2585,2.263175,,
0.8248,0.1372,3.6045,0.2397,1.399698,,
1.0151,0.1294,3.5584,0.2431,2.692279,,
0.4052,0.0805,3.7227,0.2463,1.980615,,
0.7209,0.0456,3.4978,0.1619,1.019497,,
0.136,0.0837,4.6544,0.6096,6.940287,,
0.925,0.0697,3.2311,0.2107,1.938201,,
0.3151,0.1123,4.1222,0.5674,2.828469,,
0.197,0.0721,5.3484,0.3591,5.33777,,
0.7469,0.1926,2.7453,0.1876,1.379857,,
0.6899,0.0842,3.5803,0.2398,1.080435,,
0.6009,0.1361,4.0119,0.3934,1.250428,,
0.703,0.0966,3.4736,0.251,1.107397,,
0.809,0.0907,3.8324,0.2422,1.270871,,
0.742,0.0993,3.5103,0.2203,1.142663,,
0.2229,0.0758,1.6545,0.1529,4.698653,,
0.32,0.1203,3.9801,0.3639,2.739437,,
0.28,0.0636,2.9056,0.1962,3.646476,,
-0.0201,0.007,2.4246,0.1594,11.849252,,
0.3981,0.0876,3.505,0.2516,2.034523,,
0.4511,0.0475,2.5158,0.1755,1.664337,,
0.4581,0.07,3.5656,0.2465,1.640219,,
0.5901,0.1089,3.5715,0.6254,1.220299,,
0.2771,0.0711,3.5304,0.2918,3.64353,,
0.771,0.1447,3.1246,0.3672,1.289298,,
0.826,0.0972,3.0933,0.2134,1.338464,,
0.6109,0.0525,3.7317,0.2139,1.127417,,
0.4479,0.0458,3.7679,0.241,1.679493,,
0.5041,0.0438,3.2979,0.1764,1.437176,,
0.5705,0.0649,2.719,0.1182,1.226539,,
0.57,0.0356,4.0258,0.2593,1.224349,,
0.455,0.0491,2.969,0.197,1.64524,,
0.491,0.0894,3.8182,0.2482,1.494549,,
0.3789,0.0673,4.1286,0.4452,2.213971,,
0.7441,0.0334,2.8078,0.1655,1.028602,,
0.906,0.0619,2.8244,0.1925,1.789018,,
0.7621,0.1361,3.2781,0.2039,1.254409,,
0.494,0.0864,3.3329,0.2252,1.481461,,
0.9091,0.0565,3.1387,0.5251,1.820816,,
1.1242,0.1604,3.3332,0.24,4.107021,,
0.808,0.1135,2.9819,0.4458,1.306152,,
0.851,0.191,3.3865,0.2682,1.585655,,
0.6681,0.1118,4.3908,0.304,1.140427,,
0.448,0.0743,3.6741,0.2397,1.696374,,
0.9889,0.1761,3.8048,0.2915,2.295476,,
0.6239,0.1807,4.5585,0.4081,1.329569,,
0.3709,0.0724,3.6602,0.2382,2.290865,,
0.254,0.0465,4.3756,0.2614,4.286094,,
0.38,0.0422,4.1099,0.1423,2.208443,,
0.4352,0.1072,3.8304,0.2749,1.776649,,
0.875,0.1501,3.4813,0.259,1.604345,,
0.7161,0.0964,2.92,0.1973,1.112848,,
0.633,0.0551,3.0524,0.2003,1.087007,,
0.9779,0.1445,3.3599,0.3335,2.259667,,
0.8482,0.0809,3.3906,0.2285,1.416406,,
1.1021,0.1384,2.9097,0.2075,3.933122,,
0.7311,0.0418,3.1545,0.2068,1.022475,,
1.0889,0.1138,3.4242,0.1782,3.93662,,
0.936,0.0632,3.7189,0.1906,2.051027,,
0.595,0.0628,4.2187,0.2839,1.166218,,
0.7491,0.0474,2.7828,0.1839,1.055305,,
0.6551,0.0674,4.2508,0.2804,1.070613,,
0.822,0.1006,3.6115,0.2419,1.329195,,
0.6729,0.0412,4.3223,0.2341,1.020706,,
0.963,0.1897,4.2716,0.2838,2.09862,,
0.4261,0.1111,4.611,0.337,1.831366,,
0.6,0.0507,4.0719,0.1982,1.150686,,
0.6721,0.0702,3.6813,0.2348,1.061037,,
1.0139,0.1928,3.2331,0.401,2.473863,,
1.2561,0.3044,3.4239,0.3161,4.806634,,
0.7951,0.0483,2.781,0.188,1.17267,,
0.7619,0.1142,4.0145,0.3059,1.204104,,
0.8851,0.2067,2.63,0.2311,1.73049,,
0.7591,0.1629,3.8435,0.2836,1.316095,,
0.8981,0.1146,3.1571,0.2029,1.699152,,
0.605,0.0595,3.5865,0.2419,1.142886,,
0.975,0.0539,2.0799,0.1517,2.503406,,
0.5321,0.0531,4.2462,0.2349,1.338304,,
0.4631,0.0603,4.1123,0.2561,1.610704,,
0.5918,0.0889,3.3576,0.2136,1.192223,,
0.7721,0.0711,3.5087,0.2184,1.138324,,
0.6798,0.0623,2.7941,0.1895,1.044344,,
0.954,0.1393,3.4657,0.2031,2.070086,,
0.4691,0.065,4.1258,0.2231,1.583885,,
0.6611,0.1076,3.5904,0.2373,1.134811,,
0.727,0.1241,3.5917,0.2489,1.183526,,
1.733,0.3429,2.6361,0.2192,25.836893,,
0.9261,0.1322,3.3789,0.2493,1.874388,,
0.9161,0.1586,3.3725,0.4258,1.813356,,
1.0039,0.0944,3.1094,0.1887,2.723028,,
0.5291,0.038,3.552,0.2417,1.348731,,
0.5448,0.0379,3.9991,0.1527,1.297393,,
0.613,0.0406,3.4934,0.2363,1.119579,,
0.5401,0.0356,3.6318,0.2152,1.311867,,
0.7251,0.0594,3.6391,0.2064,1.045685,,
0.577,0.0519,3.8507,0.2542,1.20698,,
0.66,0.1342,4.2466,0.3258,1.193155,,
0.4351,0.1286,3.6224,0.3445,1.777849,,
0.5821,0.1122,3.7392,0.5824,1.240335,,
0.924,0.1974,2.9646,0.2353,1.88278,,
0.864,0.0929,2.2198,0.1331,1.5023,,
0.607,0.0661,3.8958,0.2272,1.142737,,
0.666,0.0997,3.8777,0.2511,1.116772,,
0.528,0.0944,3.6531,0.2463,1.361595,,
1.1201,0.2066,2.3316,0.1646,3.602774,,
0.6811,0.0738,3.2095,0.2124,1.062872,,
0.6401,0.0351,4.6793,0.2154,1.062627,,
0.82,0.0405,3.3207,0.2268,1.266138,,
0.7981,0.0361,3.363,0.2022,1.174945,,
0.743,0.0442,3.4546,0.1904,1.041092,,
0.8381,0.0256,3.4428,0.3351,1.352487,,
1.1541,0.2044,3.7151,0.268,4.162159,,
0.584,0.0623,2.9964,0.1993,1.191778,,
0.7811,0.1005,3.7064,0.4457,1.21241,,
0.715,0.1093,3.2894,0.2357,1.140549,,
0.4479,0.1271,3.0055,0.2452,1.709435,,
1.0099,0.0889,4.2654,0.2643,2.829996,,
0.6611,0.0531,3.7628,0.2247,1.046287,,
0.632,0.0781,3.1815,0.2185,1.112185,,
0.7315,0.0784,3.9163,0.2745,1.087411,,
0.625,0.0766,3.7782,0.2485,1.120533,,
0.4599,0.0782,3.2158,0.2171,1.633985,,
0.6541,0.0531,3.854,0.2475,1.054344,,
0.906,0.0603,3.3572,0.2128,1.7914,,
0.6861,0.0634,3.3454,0.1938,1.043631,,
0.697,0.0472,2.7856,0.1559,1.015635,,
0.6919,0.0711,3.1843,0.2103,1.055642,,
0.8859,0.1565,4.0668,0.3472,1.660269,,
0.573,0.066,4.1555,0.2022,1.220393,,
0.5809,0.0694,4.0425,0.2601,1.201874,,
0.7641,0.0721,3.5893,0.3045,1.123211,,
0.6431,0.058,3.5518,0.2231,1.07403,,
0.5929,0.0729,3.6188,0.2417,1.176496,,
0.7141,0.0544,3.4635,0.2285,1.030014,,
0.61,0.0549,3.3968,0.2298,1.130217,,
0.372,0.0518,3.1702,0.212,2.295774,,
0.413,0.0339,3.6635,0.2029,1.882818,,
0.2321,0.0712,2.7315,0.2011,4.540217,,
0.746,0.048,3.3258,0.2591,1.051259,,
-0.0552,0.0166,2.0539,0.1384,17.777363,,
0.7931,0.0821,3.0591,0.1967,1.20948,,
0.216,0.055,3.8846,0.4797,5.03686,,
0.3762,0.0622,3.4592,0.2354,2.244526,,
0.4708,0.1119,4.4025,0.3493,1.592414,,
0.9006,0.2039,7.408,0.5125,1.786286,,
0.47,0.1981,3.7359,0.6587,1.682962,,
0.4812,0.0616,3.3846,0.2307,1.528317,,
0.4271,0.1242,3.9317,0.3593,1.823765,,
0.5861,0.083,3.6777,0.2746,1.198802,,
0.6581,0.0715,3.5439,0.2396,1.073452,,
0.46,0.0745,3.8119,0.2511,1.63256,,
0.4869,0.0454,3.8039,0.2526,1.503267,,
0.5511,0.0553,3.5162,0.2339,1.279339,,
0.3731,0.1032,2.6617,0.2374,2.233979,,
0.712,0.0664,4.417,0.1062,1.050243,,
0.264,0.0295,1.3316,0.0877,4.153144,,
0.81,0.0394,3.2243,0.2209,1.222692,,
0.411,0.1409,3.4234,0.3982,1.917822,,
0.783,0.072,2.2482,0.1519,1.166125,,
0.4441,0.0482,3.5673,0.2046,1.702,,
0.6151,0.0906,2.5694,0.1682,1.152937,,
0.473,0.0787,3.8705,0.4383,1.570201,,
0.553,0.0838,3.7003,0.3685,1.280888,,
0.7531,0.0477,3.3182,0.224,1.062831,,
0.9129,0.1589,3.9502,0.2775,1.79634,,
0.736,0.0805,4.1856,0.2594,1.096291,,
0.9089,0.0878,3.5955,0.2248,1.783876,,
0.7091,0.0794,4.002,0.2566,1.07403,,
0.5799,0.1011,4.0157,0.2645,1.230237,,
0.6739,0.052,3.837,0.2337,1.032995,,
0.8531,0.0796,4.6917,0.288,1.44028,,
0.789,0.0859,3.6401,0.2362,1.204651,,
0.836,0.0637,3.4023,0.2076,1.349287,,
0.922,0.1036,4.3789,0.2811,1.866559,,
0.737,0.0599,4.5923,0.3087,1.058367,,
0.843,0.1396,3.9461,0.5301,1.463695,,
0.7959,0.0748,4.0601,0.2553,1.206457,,
0.8,0.0708,4.032,0.2327,1.21388,,
0.7581,0.063,3.8151,0.1676,1.095916,,
0.654,0.0456,2.862,0.1857,1.047073,,
0.6399,0.045,3.467,0.2312,1.068306,,
0.8,0.0592,3.3162,0.2003,1.200052,,
0.6889,0.0408,3.9579,0.2414,1.009001,,
0.7641,0.0527,3.9467,0.2319,1.091859,,
0.4221,0.034,4.5403,0.2285,1.816277,,
0.7211,0.0509,3.3197,0.2391,1.02804,,
0.4439,0.0431,3.5628,0.2378,1.69838,,
0.71,0.0357,3.7257,0.2304,1,,
0.77,0.0854,2.449,0.1675,1.15943,,
0.693,0.0689,2.631,0.1679,1.051724,,
0.7771,0.1352,2.9064,0.2064,1.278194,,
0.7191,0.0806,3.4775,0.2296,1.081815,,
0.702,0.0799,3.51,0.2329,1.072876,,
0.3909,0.0413,3.9013,0.2556,2.092073,,
0.6619,0.0551,3.3897,0.2249,1.047745,,
0.7864,0.1341,3.419,0.6685,1.294394,,
0.1779,0.0598,3.0785,0.2189,5.907384,,
0.491,0.0468,4.1566,0.2359,1.486819,,
0.5591,0.102,4.5448,0.2481,1.279113,,
0.555,0.0311,2.8282,0.1267,1.26512,,
0.7699,0.0615,3.7842,0.2419,1.118057,,
0.7199,0.0713,3.4087,0.2171,1.063785,,
0.4739,0.0797,3.7191,0.2782,1.566664,,
0.5521,0.0498,3.9991,0.3651,1.276173,,
0.9199,0.0752,3.365,0.2187,1.885872,,
0.7881,0.0494,3.2781,0.2169,1.151089,,
0.849,0.0525,3.678,0.1389,1.413125,,
0.189,0.0759,3.2558,0.3231,5.502633,,
0.6119,0.0966,4.7768,0.3318,1.166034,,
0.3651,0.0798,4.6839,0.3266,2.342846,,
0.3149,0.0744,3.3283,0.2484,2.992655,,
0.35,0.0601,3.2689,0.2141,2.553229,,
0.1149,0.0278,1.4057,0.1575,7.940508,,
2.267,0.204,0.362,0.2941,97.918554,,
2.382,0.092,0.489,0.3279,86.670042,,
2.264,0.222,-0.123,0.1002,99.508235,,
2.328,0.276,0.314,0.2565,110.663615,,
1.038,0.074,2.1886,0.3066,3.346485,,
1.247,0.197,1.5745,0.4177,6.434752,,
1.58,0.23,1.9219,0.3602,25.917314,,
1.373,0.275,1.7318,0.5691,8.246102,,
1.101,0.205,1.3227,0.4827,3.353025,,
1.509,0.237,1.2531,0.3541,18.242525,,
1.821,0.281,2.2384,0.5082,49.827014,,
1.35,0.196,1.9511,0.4992,10.541976,,
0.809,0.142,2.7175,0.6936,1.364524,,
1.153,0.192,1.8591,0.4308,4.281252,,
0.902,0.116,2.3692,0.384,1.722897,,
1.051,0.115,2.4969,0.3784,3.270788,,
1.781,0.347,3.7096,0.7594,30.389603,,
0.696,0.053,3.6073,0.4602,1.024641,,
1.082,0.13,3.5283,0.5492,3.656042,,
1.388,0.243,2.615,0.5515,10.145327,,
0.992,0.102,4.3342,0.5506,2.540154,,
1.217,0.144,2.4625,0.4369,6.736616,,
1.182,0.087,3.0536,0.3335,6.581634,,
1.594,0.3,3.3616,0.6368,18.763105,,
